TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
eds70;dbo;AGENDA;TIPFONE3;17;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;AGENDA;FONE3;18;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;AGENDA;PALM_ID;19;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA;PALM_UPD;20;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA;MYEASY_ID;21;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA;MYEASY_UPD;22;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA;USER_STAMP_INS;23;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA;TIME_STAMP_INS;24;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;AGENDA;USER_STAMP_UPD;25;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA;TIME_STAMP_UPD;26;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;ID_BLOQUEIO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;ID_PRESTADOR;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;ID_UNIDADE;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;DIA_SEM;4;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;DATA_INI;5;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;DATA_FIN;6;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;HORA_INI;7;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;HORA_FIN;8;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AGENDA_BLOQUEIO;MSG_AGENDA;9;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;ANAMNESE_PERG;NROQUE;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_PERG;NROPER;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_PERG;TEXPER;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ANAMNESE_PERG;TIPRES;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_PERG;TIPPER;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_PERG;TEXMEN;6;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20231123133224;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20231123133224;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20231123133224;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20231123133224;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ANAMNESE_QUEST;NROQUE;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_QUEST;NOME;2;;No ;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221117170948;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221117170948;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221117170948;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221117170948;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ANAMNESE_RESP;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_RESP;NROQUE;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_RESP;NROPER;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_RESP;RESPOSTA;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ANAMNESE_RESP;COMPLEM;5;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ARCADA;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ARCADA;NROTRA;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ARCADA;NRODEN;3;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ARCADA;NROODONTO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ARCADA;OBSERV;5;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ARCADA;ANOMALIAS;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_00;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_01;8;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_02;9;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_03;10;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_10;11;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_11;12;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_12;13;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_13;14;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_20;15;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_21;16;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_22;17;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_23;18;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_30;19;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_31;20;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_32;21;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;ARCADA;MATRIZ3D_33;22;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;AVISO;NROREGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AVISO;NRODES;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AVISO;NROREM;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;AVISO;DATAFIX;4;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;AVISO;DATAREM;5;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;AVISO;TEXTO;6;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CALENDARIO_FAT;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CALENDARIO_FAT;NROCONV;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CALENDARIO_FAT;DATA_FECHAMENTO;3;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CALENDARIO_FAT;DATA_RECEBIMENTO;4;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CATALOGO;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CATALOGO;NROIMG;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CATALOGO;NOME;3;;No ;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CATALOGO;TITULO;4;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CATALOGO;ORIGEM;5;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CATALOGO;DATACAPTURA;6;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CATALOGO;NRODENTE;7;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CATALOGO;OBSERV;8;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CID_ITEM;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CID_ITEM;CODIGO;2;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CID_ITEM;NOME;3;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CID_ITEM;PREFERIDO;4;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CID_ITEM;OBSERV;5;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;COMPROMISSO;ID_PRESTADOR;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;COMPROMISSO;DATA;2;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;COMPROMISSO;COMPROMISSOS;3;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221124111336;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221124111336;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221124111336;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_DELL_SERVIDOR_20221124111336;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONFIG_REPORT;ID_USUARIO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONFIG_REPORT;NOME_REL;2;;No ;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONFIG_REPORT;SEQ;3;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONFIG_REPORT;NOME_COLUNA;4;;No ;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONTATO;NROCONTATO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONTATO;NOME;2;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;ENDERECO;3;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;COMPLEM;4;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;BAIRRO;5;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;CEP;6;;YES;varchar;9;9;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;CIDADE;7;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;UF;8;;YES;varchar;2;2;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;PAIS;9;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;TIPFONE1;10;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;FONE1;11;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;TIPFONE2;12;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;FONE2;13;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;TIPFONE3;14;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;FONE3;15;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;TIPFONE4;16;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;FONE4;17;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;TIPO;18;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONTATO;DIAANI;19;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;MESANI;20;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;CONTATO;21;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;EMAIL;22;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;HOMEPAGE;23;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;PREFERIDO;24;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;MALADIRETA;25;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONTATO;OBSERV;26;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;PALCHAVE1;27;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;PALCHAVE2;28;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;REGISTRO;29;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;ESPECIALIDADE;30;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CONTATO;USER_STAMP;31;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONTATO;TIME_STAMP;32;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CONTATO;PALM_ID;33;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONTATO;PALM_UPD;34;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONTATO;MYEASY_ID;35;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONTATO;MYEASY_UPD;36;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;NROCONV;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;CODIGO;2;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CODANS;3;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;NOME;4;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;RAZAO;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;TIPOLOG;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;ENDERECO;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;COMPLEM;8;;YES;varchar;15;15;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;NUMERO;9;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;BAIRRO;10;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CIDADE;11;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CEP;12;;YES;varchar;9;9;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;UF;13;;YES;varchar;2;2;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;TIPFONE1;14;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;FONE1;15;;YES;varchar;25;25;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CONTATO1;16;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;TIPFONE2;17;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;FONE2;18;;YES;varchar;25;25;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CONTATO2;19;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;TIPFONE3;20;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;FONE3;21;;YES;varchar;25;25;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CONTATO3;22;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;TIPFONE4;23;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;FONE4;24;;YES;varchar;25;25;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CONTATO4;25;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;EMAIL_CONTATO;26;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;EMAIL_TECNICO;27;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;HOMEPAGE;28;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;CNPJ;29;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;INSC_EST;30;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;INSC_MUN;31;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;INATIVO;32;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;HISTNF;33;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;AVISO_TRA;34;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;AVISO_AGE;35;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;OBSERV;36;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CONVENIO;TIPO_FAT;37;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;TIME_STAMP_INS;38;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CONVENIO;USER_STAMP_INS;39;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CONVENIO;TIME_STAMP_UPD;40;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CONVENIO;USER_STAMP_UPD;41;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;COTACAO;NROIND;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;COTACAO;DATA;2;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;COTACAO;VALOR;3;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;ID_CREDENCIAMENTO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;ID_CONVENIO;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;ID_PRESTADOR;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;CODIGO;4;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CREDENCIAMENTO;DATA_INI;5;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;DATA_FIN;6;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;VALOR_US;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;AVISO;8;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CREDENCIAMENTO;OBSERV;9;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;CREDENCIAMENTO;TIME_STAMP_INS;10;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;USER_STAMP_INS;11;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;TIME_STAMP_UPD;12;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CREDENCIAMENTO;USER_STAMP_UPD;13;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROREGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROPRO;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROSER;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;ID_PRESTADOR;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROPAC;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROINTPAC;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROIND;7;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;VALOR;8;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;DATAENV;9;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CTRLPROTETICO;DATARET;10;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CTRLPROTETICO;NROELEM;11;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;COR;12;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CTRLPROTETICO;ESCALA;13;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CTRLPROTETICO;MATERIAL;14;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CTRLPROTETICO;PAGO;15;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;SITUACAO;16;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CTRLPROTETICO;OBSERV;17;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CUSTOMCONTROL;NROCONTROLE;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;NROFORM;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;NROPAGINA;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;TIPO;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;CAPTION;5;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CUSTOMCONTROL;NAOMOSTRAR;6;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;POSX;7;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;POSY;8;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;LARGCAPTION;9;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;LARGCONTROLE;10;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;ALTCONTROLE;11;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CUSTOMCONTROL;ITENS;12;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CUSTOMDATA;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMDATA;NROINTPAC;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMDATA;NROFORM;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMDATA;NROCONTROLE;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMDATA;VALOR;5;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CUSTOMMEMO;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMMEMO;NROINTPAC;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMMEMO;NROFORM;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMMEMO;NROCONTROLE;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMMEMO;VALOR;5;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CUSTOMPAGE;NROFORM;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMPAGE;NROPAGINA;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CUSTOMPAGE;CAPTION;3;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
