TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
eds70;dbo;CCCIRURGIAO;REGISTRO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCCIRURGIAO;ID_PRESTADOR;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;DATA;5;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;HISTORICO;6;;No ;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;NROLAN;7;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;NROIND;8;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;VALOR;9;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;CCPACIENTE;NROCHEQUE;10;;YES;varchar;25;25;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;NRORECIBO;11;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;ORCAMENTO;12;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;OBSERV;13;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;TIPO_PAGTO;14;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;USER_STAMP_INS;15;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;TIME_STAMP_INS;16;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;USER_STAMP_UPD;17;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;TIME_STAMP_UPD;18;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;DATA_LANCAMENTO;19;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;TIPO_COBRANCA;20;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;CCPACIENTE;COB_NRODOC;21;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;COB_NOSSONRO;22;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;COB_DATA_DOC;23;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;COB_DATA_REM;24;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;COB_NOME_SACADO;25;;YES;varchar;250;250;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;COB_CPF_SACADO;26;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;CCPACIENTE;COB_TIME_STAMP_GERA;27;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;CCPACIENTE;VALOR_ORIGINAL;28;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;INTERVENCAO;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;NROINTPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;NROTRA;3;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;ID_PRESTADOR;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;NROTAB;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;NROINT;6;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;DATCAD;7;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;INTERVENCAO;DATFIN;8;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;INTERVENCAO;STATUS;9;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;OBSERV;10;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;INTERVENCAO;ORCAMENTO;11;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;VALOR_PACIENTE;12;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;INTERVENCAO;VALOR_REPASSE;13;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;INTERVENCAO;DATA_REPASSE;14;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;INTERVENCAO;COD_GLOSA;15;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;INTERVENCAO;MSG_AUTOR;16;;YES;varchar;255;255;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;INTERVENCAO;SEQUENCIA;17;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;EDE_ID;18;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;USER_STAMP_INS;19;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;TIME_STAMP_INS;20;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;INTERVENCAO;USER_STAMP_UPD;21;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;TIME_STAMP_UPD;22;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;INTERVENCAO;ID_INDICE_TAB;23;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;VALOR_TAB_REP;24;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;INTERVENCAO;VALOR_TAB_PAC;25;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;INTERVENCAO;VALOR_INDICE;26;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;INTERVENCAO;VALOR_COMISSAO;27;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;INTERVENCAO;ID_INDICE_COMISSAO;28;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;TIPO_COMISSAO;29;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;INTERVENCAO;CD_GUIA_TISS;30;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;INTERVENCAO;S_DENTES;31;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;INTERVENCAO;S_FACES;32;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;ITEMPERIO;DATAEXAME;2;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;ITEMPERIO;TIPOEXAME;3;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ITEMPERIO;NRODEN;4;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;ITEMPERIO;FACE_D;5;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_DV;6;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_V;7;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_MV;8;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_M;9;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_MP;10;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_P;11;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;ITEMPERIO;FACE_DP;12;;YES;varchar;4;4;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_INSPIRON_1525_20211011120634;HORARIO;1;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_1525_20211011120634;NROUSR;2;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;TMP_USRLOG_INSPIRON_1525_20211011120634;APELIDO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;TMP_USRLOG_INSPIRON_1525_20211011120634;DESCRICAO;4;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;LOGON;ESTACAO;1;;No ;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;LOGON;NROUSR;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOGON;HORA;3;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;LOGON;NROMOD;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOGON;CONTEXTO1;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOGON;ODONTOGRAMA;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOGON;LIC_CHAVE_SESSAO;7;;No ;char;21;21;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;LOG_DOCUMENTO;ID_DOCUMENTO;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOG_DOCUMENTO;NROPAC;2;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOG_DOCUMENTO;TIME_STAMP_INS;3;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;LOG_DOCUMENTO;USER_STAMP_INS;4;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOG_DOCUMENTO;TIPO;5;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;LOG_DOCUMENTO;NOME;6;;No ;char;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;LOG_DOCUMENTO;TEXTO;7;;No ;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PARCELA;NROTRA;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PARCELA;NROPAR;2;;No ;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PARCELA;DATVEN;3;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PARCELA;VALOR;4;;YES;float;;;53;10;;;;;;;;;;;
eds70;dbo;PARCELA;ID_PRESTADOR;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;PRINOM;2;;No ;varchar;61;61;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;SEGNOM;3;;No ;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;ID_PRESTADOR;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;PUBLICO;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;DATCAD;6;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PESSOAL;NOMRES;7;;YES;varchar;60;60;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CICRES;8;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;SEXO;9;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;APELIDO;10;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;DATNAS;11;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PESSOAL;ENDRES;12;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;COMRES;13;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;BAIRES;14;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CIDRES;15;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CEPRES;16;;YES;varchar;9;9;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;ESTRES;17;;YES;varchar;2;2;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;PROFIS;18;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;LOCTRA;19;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;HORARIO_TRAB;20;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;ENDTRA;21;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;COMTRA;22;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;BAITRA;23;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CIDTRA;24;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;ESTTRA;25;;YES;varchar;2;2;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CEPTRA;26;;YES;varchar;9;9;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CORRESPONDENCIA;27;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;CIC;28;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;RG;29;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;INDICADOPOR;30;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;STATUS;31;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;FOTO;32;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;ANOTAC;33;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;NROTAB;34;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;MATRICULA;35;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;TIPFONE1;36;;YES;tinyint;;;3;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;FONE1;37;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;TIPFONE2;38;;YES;tinyint;;;3;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;FONE2;39;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;TIPFONE3;40;;YES;tinyint;;;3;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;FONE3;41;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;TIPFONE4;42;;YES;tinyint;;;3;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;FONE4;43;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PESSOAL;PALCHAVE1;44;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;PALCHAVE2;45;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;PALCHAVE3;46;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;PALCHAVE4;47;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;NOMPAI;48;;YES;varchar;60;60;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;NOMMAE;49;;YES;varchar;60;60;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;ESTCIVIL;50;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;NOMCON;51;;YES;varchar;60;60;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;CICCON;52;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;EMAIL;53;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;TITULAR;54;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;TIPO_INDICA;55;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;PROF_CONJ;56;;YES;varchar;40;40;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;USER_STAMP;57;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;TIME_STAMP;58;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PESSOAL;NATURALIDADE;59;;YES;varchar;25;25;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;NACIONALIDADE;60;;YES;varchar;25;25;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PESSOAL;PALM_ID;61;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;PALM_UPD;62;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;MYEASY_ID;63;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;MYEASY_UPD;64;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;COD_PRONTUARIO;65;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PESSOAL;USER_STAMP_INS;66;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;TIME_STAMP_INS;67;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PESSOAL;USER_STAMP_UPD;68;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;TIME_STAMP_UPD;69;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PESSOAL;ID_CONVENIO;70;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;ID_PLANO;71;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;ID_UNIDADE;72;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PESSOAL;DT_VALIDADE_PLANO;73;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PESSOAL;CD_CNS;74;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PLACA;NROPAC;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLACA;DATAEXAME;2;;No ;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PLACA;FACESSUPESQ;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLACA;FACESSUPDIR;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLACA;FACESINFESQ;5;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLACA;FACESINFDIR;6;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLACA;OBSERV;7;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PLANO;NROPLAN;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLANO;CODPLAN;2;;YES;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PLANO;NROCONV;3;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLANO;NOME;4;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PLANO;INATIVO;5;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PLANO;COBERTURA;6;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PLANO;TIME_STAMP_INS;7;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PLANO;USER_STAMP_INS;8;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PLANO;TIME_STAMP_UPD;9;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PLANO;USER_STAMP_UPD;10;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;ID_PRESTADOR;1;;No ;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;COD_PRESTADOR;2;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;COD_CONTRATO;3;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ID_TIPO_PREST;4;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;NOME;5;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;APELIDO;6;;YES;varchar;25;25;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
eds70;dbo;PRESTADOR;ENDERECO;7;;YES;varchar;60;60;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;BAIRRO;8;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;CIDADE;9;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;CEP;10;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;UF;11;;YES;varchar;2;2;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ID_TIPO_FONE1;12;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;FONE1;13;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ID_TIPO_FONE2;14;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;FONE2;15;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;CRO_PF;16;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;CPF_PF;17;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;RG_PF;18;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ID_TIPO_PAGTO;19;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;ID_BANCO;20;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;AGENCIA;21;;YES;varchar;10;10;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;CONTA;22;;YES;varchar;20;20;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;FACULDADE;23;;YES;varchar;30;30;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ANO_FORMATURA;24;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;EMAIL;25;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;HOMEPAGE;26;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;INSS;27;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;CCM;28;;YES;varchar;15;15;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;DATA_NASC;29;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PRESTADOR;DATA_INI;30;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PRESTADOR;DATA_FIN;31;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PRESTADOR;ID_TIPO_LOGRAD;32;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;ID_PREFIXO;33;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;ID_EST_CIVIL;34;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;SEXO;35;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;NUMERO;36;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;COMPLEM;37;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;OBSERV;38;;YES;text;2147483647;2147483647;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;NOME_CONTA;39;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;ALERTA;40;;YES;varchar;50;50;;;;;;;iso_1;;;Latin1_General_CI_AS;;;
eds70;dbo;PRESTADOR;INATIVO;41;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;EXECUTA_PROCEDIMENTO;42;;YES;smallint;;;5;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;TIME_STAMP_INS;43;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PRESTADOR;USER_STAMP_INS;44;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;TIME_STAMP_UPD;45;;YES;datetime;;;23;;3;3;;;;;;;;;
eds70;dbo;PRESTADOR;USER_STAMP_UPD;46;;YES;int;;;10;10;0;;;;;;;;;;
eds70;dbo;PRESTADOR;CUSTO_HORA_ATUAL;47;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;PRESTADOR;TOTAL_HORAS_ATUAL;48;;YES;money;;;19;10;4;;;;;;;;;;
eds70;dbo;PRESTADOR;TOTAL_RECEBIDO;49;;YES;money;;;19;10;4;;;;;;;;;;
